Log Date and Time Mon, 26 May 2008 04:15:29
Ambient Kiln Date Date2Num

(9953, '83.75', '1802.14', 'Sun, 25 May 2008 18:32:07', '733187.77230423386')
(9954, '83.75', '1802.14', 'Sun, 25 May 2008 18:32:10', '733187.77233905240')
(9955, '83.97', '1802.37', 'Sun, 25 May 2008 18:32:13', '733187.77237367316')
(9956, '83.97', '1800.93', 'Sun, 25 May 2008 18:32:16', '733187.77240849170')
(9957, '83.97', '1798.77', 'Sun, 25 May 2008 18:32:19', '733187.77244311164')
(9958, '83.97', '1798.77', 'Sun, 25 May 2008 18:32:22', '733187.77247793041')
(9959, '83.97', '1800.21', 'Sun, 25 May 2008 18:32:25', '733187.77251255082')
(9960, '83.97', '1800.93', 'Sun, 25 May 2008 18:32:28', '733187.77254736936')
(9961, '84.20', '1801.17', 'Sun, 25 May 2008 18:32:31', '733187.77258198988')
(9962, '84.20', '1799.73', 'Sun, 25 May 2008 18:32:34', '733187.77261680854')
(9963, '84.20', '1798.30', 'Sun, 25 May 2008 18:32:37', '733187.77265142929')
(9964, '84.20', '1798.30', 'Sun, 25 May 2008 18:32:40', '733187.77268623607')
(9965, '84.42', '1797.80', 'Sun, 25 May 2008 18:32:43', '733187.77272086835')
(9966, '84.42', '1796.38', 'Sun, 25 May 2008 18:32:46', '733187.77275567525')
(9967, '84.42', '1797.08', 'Sun, 25 May 2008 18:32:49', '733187.77279030753')
(9968, '84.42', '1797.08', 'Sun, 25 May 2008 18:32:52', '733187.77282511455')
(9969, '84.65', '1797.33', 'Sun, 25 May 2008 18:32:55', '733187.77285974659')
(9970, '84.65', '1797.33', 'Sun, 25 May 2008 18:32:58', '733187.77289455361')
(9971, '84.65', '1795.89', 'Sun, 25 May 2008 18:33:01', '733187.77292918565')
(9972, '84.65', '1793.03', 'Sun, 25 May 2008 18:33:04', '733187.77296399814')
(9973, '84.65', '1790.15', 'Sun, 25 May 2008 18:33:07', '733187.77299880958')
(9974, '84.87', '1786.08', 'Sun, 25 May 2008 18:33:10', '733187.77303343115')
(9975, '84.87', '1782.50', 'Sun, 25 May 2008 18:33:13', '733187.77306824876')
(9976, '84.87', '1778.92', 'Sun, 25 May 2008 18:33:16', '733187.77310287044')
(9977, '84.87', '1773.19', 'Sun, 25 May 2008 18:33:19', '733187.77313768771')
(9978, '84.87', '1768.17', 'Sun, 25 May 2008 18:33:22', '733187.77317230985')
(9979, '84.87', '1761.75', 'Sun, 25 May 2008 18:33:25', '733187.77320712688')
(9980, '85.10', '1756.27', 'Sun, 25 May 2008 18:33:28', '733187.77324174868')
(9981, '85.10', '1749.15', 'Sun, 25 May 2008 18:33:31', '733187.77327656595')
(9982, '85.10', '1742.72', 'Sun, 25 May 2008 18:33:34', '733187.77331118775')
(9983, '85.10', '1737.03', 'Sun, 25 May 2008 18:33:37', '733187.77334599360')
(9984, '85.10', '1730.62', 'Sun, 25 May 2008 18:33:40', '733187.77338062704')
(9985, '85.32', '1725.15', 'Sun, 25 May 2008 18:33:43', '733187.77341543278')
(9986, '85.10', '1719.25', 'Sun, 25 May 2008 18:33:46', '733187.77345006622')
(9987, '85.10', '1713.58', 'Sun, 25 May 2008 18:33:49', '733187.77348487207')
(9988, '85.10', '1707.89', 'Sun, 25 May 2008 18:33:52', '733187.77351950551')
(9989, '85.32', '1703.16', 'Sun, 25 May 2008 18:33:55', '733187.77355431102')
(9990, '85.32', '1698.19', 'Sun, 25 May 2008 18:33:58', '733187.77358894388')
(9991, '85.32', '1693.94', 'Sun, 25 May 2008 18:34:01', '733187.77362374961')
(9992, '85.32', '1689.71', 'Sun, 25 May 2008 18:34:04', '733187.77365838317')
(9993, '85.32', '1684.74', 'Sun, 25 May 2008 18:34:07', '733187.77369318891')
(9994, '85.32', '1681.21', 'Sun, 25 May 2008 18:34:10', '733187.77372782247')
(9995, '85.32', '1676.28', 'Sun, 25 May 2008 18:34:13', '733187.77376262820')
(9996, '85.32', '1672.74', 'Sun, 25 May 2008 18:34:16', '733187.77379726141')
(9997, '85.32', '1672.03', 'Sun, 25 May 2008 18:34:19', '733187.77383206703')
(9998, '85.32', '1674.16', 'Sun, 25 May 2008 18:34:22', '733187.77386670047')
(9999, '85.32', '1679.81', 'Sun, 25 May 2008 18:34:25', '733187.77390150621')
(10000, '85.32', '1686.87', 'Sun, 25 May 2008 18:34:28', '733187.77393613965')
(10001, '85.55', '1692.77', 'Sun, 25 May 2008 18:34:31', '733187.77397094539')
(10002, '85.55', '1702.69', 'Sun, 25 May 2008 18:34:34', '733187.77400557871')
(10003, '85.55', '1715.45', 'Sun, 25 May 2008 18:34:37', '733187.77404038445')
(10004, '85.32', '1729.42', 'Sun, 25 May 2008 18:34:40', '733187.77407519158')
(10005, '85.55', '1741.77', 'Sun, 25 May 2008 18:34:43', '733187.77410982316')
(10006, '85.55', '1753.88', 'Sun, 25 May 2008 18:34:46', '733187.77414463030')
(10007, '85.55', '1763.89', 'Sun, 25 May 2008 18:34:49', '733187.77417926223')
(10008, '85.55', '1771.75', 'Sun, 25 May 2008 18:34:52', '733187.77421406948')
(10009, '85.55', '1775.32', 'Sun, 25 May 2008 18:34:55', '733187.77424870129')
(10010, '85.32', '1772.22', 'Sun, 25 May 2008 18:34:58', '733187.77428350842')
(10011, '85.32', '1765.08', 'Sun, 25 May 2008 18:35:01', '733187.77431814058')
(10012, '85.55', '1758.16', 'Sun, 25 May 2008 18:35:04', '733187.77435294772')
(10013, '85.55', '1752.46', 'Sun, 25 May 2008 18:35:07', '733187.77438757988')
(10014, '85.55', '1748.89', 'Sun, 25 May 2008 18:35:10', '733187.77442238678')
(10015, '85.55', '1744.61', 'Sun, 25 May 2008 18:35:13', '733187.77445701906')
(10016, '85.55', '1740.34', 'Sun, 25 May 2008 18:35:16', '733187.77449182596')
(10017, '85.55', '1737.48', 'Sun, 25 May 2008 18:35:19', '733187.77452645812')
(10018, '85.55', '1734.64', 'Sun, 25 May 2008 18:35:22', '733187.77456126525')
(10019, '85.55', '1733.22', 'Sun, 25 May 2008 18:35:25', '733187.77459589718')
(10020, '85.55', '1732.51', 'Sun, 25 May 2008 18:35:28', '733187.77463070385')
(10021, '85.77', '1732.01', 'Sun, 25 May 2008 18:35:31', '733187.77466533578')
(10022, '85.77', '1732.73', 'Sun, 25 May 2008 18:35:34', '733187.77470014291')
(10023, '85.77', '1734.15', 'Sun, 25 May 2008 18:35:37', '733187.77473476331')
(10024, '85.77', '1734.87', 'Sun, 25 May 2008 18:35:40', '733187.77476958197')
(10025, '85.77', '1735.57', 'Sun, 25 May 2008 18:35:43', '733187.77480420272')
(10026, '86.00', '1737.25', 'Sun, 25 May 2008 18:35:46', '733187.77483902115')
(10027, '86.00', '1740.09', 'Sun, 25 May 2008 18:35:49', '733187.77487364167')
(10028, '86.00', '1744.36', 'Sun, 25 May 2008 18:35:52', '733187.77490846033')
(10029, '86.00', '1749.36', 'Sun, 25 May 2008 18:35:55', '733187.77494308085')
(10030, '86.00', '1754.35', 'Sun, 25 May 2008 18:35:58', '733187.77497789939')
(10031, '86.22', '1763.15', 'Sun, 25 May 2008 18:36:01', '733187.77501251991')
(10032, '86.22', '1771.72', 'Sun, 25 May 2008 18:36:04', '733187.77504733857')
(10033, '86.22', '1780.30', 'Sun, 25 May 2008 18:36:07', '733187.77508195932')
(10034, '86.45', '1786.28', 'Sun, 25 May 2008 18:36:10', '733187.77511677775')
(10035, '86.45', '1791.30', 'Sun, 25 May 2008 18:36:13', '733187.77515158337')
(10036, '86.45', '1794.90', 'Sun, 25 May 2008 18:36:16', '733187.77518621658')
(10037, '86.67', '1799.42', 'Sun, 25 May 2008 18:36:19', '733187.77522102231')
(10038, '86.67', '1803.74', 'Sun, 25 May 2008 18:36:22', '733187.77525565564')
(10039, '86.67', '1808.04', 'Sun, 25 May 2008 18:36:25', '733187.77529046114')
(10040, '86.90', '1809.73', 'Sun, 25 May 2008 18:36:28', '733187.77532509447')
(10041, '86.90', '1810.45', 'Sun, 25 May 2008 18:36:31', '733187.77535990032')
(10042, '86.90', '1813.33', 'Sun, 25 May 2008 18:36:34', '733187.77539452212')
(10043, '86.90', '1816.21', 'Sun, 25 May 2008 18:36:37', '733187.77542933950')
(10044, '87.12', '1818.59', 'Sun, 25 May 2008 18:36:40', '733187.77546396118')
(10045, '87.12', '1816.43', 'Sun, 25 May 2008 18:36:43', '733187.77549877879')
(10046, '87.12', '1815.71', 'Sun, 25 May 2008 18:36:46', '733187.77553340059')
(10047, '87.12', '1814.99', 'Sun, 25 May 2008 18:36:49', '733187.77556821797')
(10048, '87.12', '1813.55', 'Sun, 25 May 2008 18:36:52', '733187.77560283977')
(10049, '87.35', '1813.80', 'Sun, 25 May 2008 18:36:55', '733187.77563765692')
(10050, '87.35', '1815.96', 'Sun, 25 May 2008 18:36:58', '733187.77567227825')
(10051, '87.35', '1815.24', 'Sun, 25 May 2008 18:37:01', '733187.77570709551')
(10052, '87.35', '1815.24', 'Sun, 25 May 2008 18:37:04', '733187.77574171743')
(10053, '87.35', '1816.68', 'Sun, 25 May 2008 18:37:07', '733187.77577653469')
(10054, '87.57', '1818.34', 'Sun, 25 May 2008 18:37:10', '733187.77581115649')
(10055, '87.57', '1820.50', 'Sun, 25 May 2008 18:37:13', '733187.77584597387')
(10056, '87.57', '1824.84', 'Sun, 25 May 2008 18:37:16', '733187.77588059579')
(10057, '87.57', '1828.44', 'Sun, 25 May 2008 18:37:19', '733187.77591541305')
(10058, '87.57', '1831.32', 'Sun, 25 May 2008 18:37:22', '733187.77595003508')
(10059, '87.57', '1834.92', 'Sun, 25 May 2008 18:37:25', '733187.77598485223')
(10060, '87.57', '1837.81', 'Sun, 25 May 2008 18:37:28', '733187.77601947403')
(10061, '87.57', '1838.53', 'Sun, 25 May 2008 18:37:31', '733187.77605427988')
(10062, '87.57', '1837.81', 'Sun, 25 May 2008 18:37:34', '733187.77608891309')
(10063, '87.57', '1835.65', 'Sun, 25 May 2008 18:37:37', '733187.77612371871')
(10064, '87.57', '1833.48', 'Sun, 25 May 2008 18:37:40', '733187.77615835215')
(10065, '87.80', '1830.11', 'Sun, 25 May 2008 18:37:43', '733187.77619315835')
(10066, '87.80', '1827.95', 'Sun, 25 May 2008 18:37:46', '733187.77622797620')
(10067, '87.80', '1829.39', 'Sun, 25 May 2008 18:37:49', '733187.77626259706')
(10068, '87.80', '1833.01', 'Sun, 25 May 2008 18:37:52', '733187.77629741537')
(10069, '87.80', '1833.01', 'Sun, 25 May 2008 18:37:55', '733187.77633203566')
(10070, '87.80', '1830.85', 'Sun, 25 May 2008 18:37:58', '733187.77636685432')
(10071, '87.80', '1828.67', 'Sun, 25 May 2008 18:38:01', '733187.77640147496')
(10072, '87.80', '1825.07', 'Sun, 25 May 2008 18:38:04', '733187.77643629361')
(10073, '87.80', '1822.91', 'Sun, 25 May 2008 18:38:07', '733187.77647091402')
(10074, '88.02', '1819.53', 'Sun, 25 May 2008 18:38:10', '733187.77650573268')
(10075, '88.02', '1815.21', 'Sun, 25 May 2008 18:38:13', '733187.77654035343')
(10076, '88.02', '1812.33', 'Sun, 25 May 2008 18:38:16', '733187.77657517197')
(10077, '88.02', '1811.61', 'Sun, 25 May 2008 18:38:19', '733187.77660979237')
(10078, '88.02', '1814.49', 'Sun, 25 May 2008 18:38:22', '733187.77664461115')
(10079, '88.02', '1819.53', 'Sun, 25 May 2008 18:38:25', '733187.77667923144')
(10080, '88.02', '1820.25', 'Sun, 25 May 2008 18:38:28', '733187.77671403869')
(10081, '88.25', '1816.18', 'Sun, 25 May 2008 18:38:31', '733187.77674867073')
(10082, '88.25', '1816.18', 'Sun, 25 May 2008 18:38:34', '733187.77678347763')
(10083, '88.25', '1816.18', 'Sun, 25 May 2008 18:38:37', '733187.77681810956')
(10084, '88.25', '1814.02', 'Sun, 25 May 2008 18:38:40', '733187.77685291623')
(10085, '88.25', '1816.18', 'Sun, 25 May 2008 18:38:43', '733187.77688754862')
(10086, '88.25', '1819.78', 'Sun, 25 May 2008 18:38:46', '733187.77692235564')
(10087, '88.47', '1823.59', 'Sun, 25 May 2008 18:38:49', '733187.77695698757')
(10088, '88.25', '1829.14', 'Sun, 25 May 2008 18:38:52', '733187.77699179482')
(10089, '88.47', '1834.43', 'Sun, 25 May 2008 18:38:55', '733187.77702642663')
(10090, '88.47', '1837.31', 'Sun, 25 May 2008 18:38:58', '733187.77706123365')
(10091, '88.47', '1840.93', 'Sun, 25 May 2008 18:39:01', '733187.77709586569')
(10092, '88.25', '1842.13', 'Sun, 25 May 2008 18:39:04', '733187.77713067294')
(10093, '88.47', '1841.65', 'Sun, 25 May 2008 18:39:07', '733187.77716530487')
(10094, '88.47', '1840.21', 'Sun, 25 May 2008 18:39:10', '733187.77720011189')
(10095, '88.47', '1838.75', 'Sun, 25 May 2008 18:39:13', '733187.77723492950')
(10096, '88.47', '1839.47', 'Sun, 25 May 2008 18:39:16', '733187.77726955130')
(10097, '88.47', '1840.21', 'Sun, 25 May 2008 18:39:19', '733187.77730436844')
(10098, '88.47', '1840.21', 'Sun, 25 May 2008 18:39:22', '733187.77733898989')
(10099, '88.47', '1838.03', 'Sun, 25 May 2008 18:39:25', '733187.77737379563')
(10100, '88.47', '1836.59', 'Sun, 25 May 2008 18:39:28', '733187.77740842896')
(10101, '88.47', '1835.15', 'Sun, 25 May 2008 18:39:31', '733187.77744323469')
(10102, '88.47', '1831.53', 'Sun, 25 May 2008 18:39:34', '733187.77747786802')
(10103, '88.47', '1828.65', 'Sun, 25 May 2008 18:39:37', '733187.77751267387')
(10104, '88.47', '1824.31', 'Sun, 25 May 2008 18:39:40', '733187.77754730720')
(10105, '88.47', '1822.15', 'Sun, 25 May 2008 18:39:43', '733187.77758211305')
(10106, '88.47', '1819.99', 'Sun, 25 May 2008 18:39:46', '733187.77761674626')
(10107, '88.70', '1818.81', 'Sun, 25 May 2008 18:39:49', '733187.77765155223')
(10108, '88.70', '1817.37', 'Sun, 25 May 2008 18:39:52', '733187.77768618567')
(10109, '88.70', '1815.21', 'Sun, 25 May 2008 18:39:55', '733187.77772099117')
(10110, '88.70', '1810.89', 'Sun, 25 May 2008 18:39:58', '733187.77775562496')
(10111, '88.70', '1808.73', 'Sun, 25 May 2008 18:40:01', '733187.77779043058')
(10112, '88.70', '1805.13', 'Sun, 25 May 2008 18:40:04', '733187.77782524913')
(10113, '88.70', '1800.82', 'Sun, 25 May 2008 18:40:07', '733187.77785986895')
(10114, '88.70', '1796.50', 'Sun, 25 May 2008 18:40:10', '733187.77789468796')
(10115, '88.70', '1791.48', 'Sun, 25 May 2008 18:40:13', '733187.77792930824')
(10116, '88.70', '1788.62', 'Sun, 25 May 2008 18:40:16', '733187.77796412678')
(10117, '88.70', '1785.04', 'Sun, 25 May 2008 18:40:19', '733187.77799874742')
(10118, '88.70', '1781.46', 'Sun, 25 May 2008 18:40:22', '733187.77803355444')
(10119, '88.70', '1785.76', 'Sun, 25 May 2008 18:40:25', '733187.77806818648')
(10120, '88.92', '1793.16', 'Sun, 25 May 2008 18:40:28', '733187.77810299338')
(10121, '88.92', '1803.20', 'Sun, 25 May 2008 18:40:31', '733187.77813762554')
(10122, '88.70', '1807.29', 'Sun, 25 May 2008 18:40:34', '733187.77817243279')
(10123, '88.92', '1806.80', 'Sun, 25 May 2008 18:40:37', '733187.77820706472')
(10124, '88.92', '1803.20', 'Sun, 25 May 2008 18:40:40', '733187.77824187197')
(10125, '88.92', '1802.48', 'Sun, 25 May 2008 18:40:43', '733187.77827650413')
(10126, '88.92', '1804.64', 'Sun, 25 May 2008 18:40:46', '733187.77831131115')
(10127, '88.92', '1808.96', 'Sun, 25 May 2008 18:40:49', '733187.77834594296')
(10128, '88.92', '1813.26', 'Sun, 25 May 2008 18:40:52', '733187.77838074963')
(10129, '88.92', '1816.14', 'Sun, 25 May 2008 18:40:55', '733187.77841538179')
(10130, '88.92', '1819.74', 'Sun, 25 May 2008 18:40:58', '733187.77845018869')
(10131, '88.92', '1824.80', 'Sun, 25 May 2008 18:41:01', '733187.77848482074')
(10132, '88.92', '1828.40', 'Sun, 25 May 2008 18:41:04', '733187.77851962787')
(10133, '88.92', '1832.00', 'Sun, 25 May 2008 18:41:07', '733187.77855425980')
(10134, '88.92', '1834.16', 'Sun, 25 May 2008 18:41:10', '733187.77858906705')
(10135, '88.92', '1837.06', 'Sun, 25 May 2008 18:41:13', '733187.77862368769')
(10136, '88.92', '1839.22', 'Sun, 25 May 2008 18:41:16', '733187.77865850611')
(10137, '88.92', '1840.68', 'Sun, 25 May 2008 18:41:19', '733187.77869312663')
(10138, '88.92', '1841.40', 'Sun, 25 May 2008 18:41:22', '733187.77872794552')
(10139, '88.92', '1842.12', 'Sun, 25 May 2008 18:41:25', '733187.77876256581')
(10140, '88.92', '1842.12', 'Sun, 25 May 2008 18:41:28', '733187.77879738435')
(10141, '88.92', '1844.28', 'Sun, 25 May 2008 18:41:31', '733187.77883200487')
(10142, '88.92', '1845.73', 'Sun, 25 May 2008 18:41:34', '733187.77886682365')
(10143, '88.92', '1847.17', 'Sun, 25 May 2008 18:41:37', '733187.77890162868')
(10144, '88.92', '1847.17', 'Sun, 25 May 2008 18:41:40', '733187.77893626224')
(10145, '88.70', '1845.50', 'Sun, 25 May 2008 18:41:43', '733187.77897106810')
(10146, '88.70', '1844.78', 'Sun, 25 May 2008 18:41:46', '733187.77900570142')
(10147, '88.70', '1842.60', 'Sun, 25 May 2008 18:41:49', '733187.77904050704')
(10148, '88.70', '1840.44', 'Sun, 25 May 2008 18:41:52', '733187.77907514060')
(10149, '88.70', '1839.00', 'Sun, 25 May 2008 18:41:55', '733187.77910994622')
(10150, '88.70', '1837.56', 'Sun, 25 May 2008 18:41:58', '733187.77914457966')
(10151, '88.70', '1836.10', 'Sun, 25 May 2008 18:42:01', '733187.77917938528')
(10152, '88.47', '1833.69', 'Sun, 25 May 2008 18:42:04', '733187.77921401872')
(10153, '88.47', '1832.25', 'Sun, 25 May 2008 18:42:07', '733187.77924882458')
(10154, '88.47', '1829.37', 'Sun, 25 May 2008 18:42:10', '733187.77928344626')
(10155, '88.47', '1827.93', 'Sun, 25 May 2008 18:42:13', '733187.77931826375')
(10156, '88.47', '1830.81', 'Sun, 25 May 2008 18:42:16', '733187.77935288532')
(10157, '88.25', '1832.76', 'Sun, 25 May 2008 18:42:19', '733187.77938770293')
(10158, '88.25', '1832.04', 'Sun, 25 May 2008 18:42:22', '733187.77942251007')
(10159, '88.25', '1833.48', 'Sun, 25 May 2008 18:42:25', '733187.77945714153')
(10160, '88.25', '1833.48', 'Sun, 25 May 2008 18:42:28', '733187.77949194890')
(10161, '88.25', '1833.48', 'Sun, 25 May 2008 18:42:31', '733187.77952658071')
(10162, '88.25', '1832.04', 'Sun, 25 May 2008 18:42:34', '733187.77956138749')
(10163, '88.25', '1831.32', 'Sun, 25 May 2008 18:42:37', '733187.77959601977')
(10164, '88.02', '1830.34', 'Sun, 25 May 2008 18:42:40', '733187.77963082690')
(10165, '88.02', '1831.06', 'Sun, 25 May 2008 18:42:43', '733187.77966545930')
(10166, '88.02', '1834.68', 'Sun, 25 May 2008 18:42:46', '733187.77970026573')
(10167, '88.02', '1838.28', 'Sun, 25 May 2008 18:42:49', '733187.77973489824')
(10168, '88.02', '1839.00', 'Sun, 25 May 2008 18:42:52', '733187.77976970514')
(10169, '87.80', '1838.79', 'Sun, 25 May 2008 18:42:55', '733187.77980433742')
(10170, '87.80', '1839.51', 'Sun, 25 May 2008 18:42:58', '733187.77983914397')
(10171, '87.80', '1839.51', 'Sun, 25 May 2008 18:43:01', '733187.77987377648')
(10172, '87.80', '1840.23', 'Sun, 25 May 2008 18:43:04', '733187.77990858315')
(10173, '87.80', '1840.23', 'Sun, 25 May 2008 18:43:07', '733187.77994321566')
(10174, '87.57', '1840.69', 'Sun, 25 May 2008 18:43:10', '733187.77997802198')
(10175, '87.57', '1839.25', 'Sun, 25 May 2008 18:43:13', '733187.78001264390')
(10176, '87.57', '1836.37', 'Sun, 25 May 2008 18:43:16', '733187.78004746116')
(10177, '87.57', '1834.92', 'Sun, 25 May 2008 18:43:19', '733187.78008208203')
(10178, '87.57', '1834.92', 'Sun, 25 May 2008 18:43:22', '733187.78011690045')
(10179, '87.57', '1834.20', 'Sun, 25 May 2008 18:43:25', '733187.78015152109')
(10180, '87.35', '1833.26', 'Sun, 25 May 2008 18:43:28', '733187.78018633928')
(10181, '87.35', '1833.98', 'Sun, 25 May 2008 18:43:31', '733187.78022096027')
(10182, '87.57', '1837.81', 'Sun, 25 May 2008 18:43:34', '733187.78025577846')
(10183, '87.57', '1842.15', 'Sun, 25 May 2008 18:43:37', '733187.78029039933')
(10184, '87.35', '1848.43', 'Sun, 25 May 2008 18:43:40', '733187.78032521752')
(10185, '87.35', '1852.77', 'Sun, 25 May 2008 18:43:43', '733187.78035983886')
(10186, '87.35', '1856.39', 'Sun, 25 May 2008 18:43:46', '733187.78039465682')
(10187, '87.35', '1859.29', 'Sun, 25 May 2008 18:43:49', '733187.78042927862')
(10188, '87.35', '1860.75', 'Sun, 25 May 2008 18:43:52', '733187.78046409623')
(10189, '87.35', '1862.19', 'Sun, 25 May 2008 18:43:55', '733187.78049890266')
(10190, '87.35', '1864.36', 'Sun, 25 May 2008 18:43:58', '733187.78053353506')
(10191, '87.35', '1865.82', 'Sun, 25 May 2008 18:44:01', '733187.78056834161')
(10192, '87.35', '1865.82', 'Sun, 25 May 2008 18:44:04', '733187.78060297389')
(10193, '87.35', '1865.08', 'Sun, 25 May 2008 18:44:07', '733187.78063777939')
(10194, '87.35', '1863.64', 'Sun, 25 May 2008 18:44:10', '733187.78067241271')
(10195, '87.12', '1861.21', 'Sun, 25 May 2008 18:44:13', '733187.78070777480')
(10196, '87.35', '1858.57', 'Sun, 25 May 2008 18:44:16', '733187.78074258112')
(10197, '87.12', '1853.98', 'Sun, 25 May 2008 18:44:19', '733187.78077721375')
(10198, '87.35', '1852.05', 'Sun, 25 May 2008 18:44:22', '733187.78081202041')
(10199, '87.12', '1848.18', 'Sun, 25 May 2008 18:44:25', '733187.78084665281')
(10200, '87.12', '1845.28', 'Sun, 25 May 2008 18:44:28', '733187.78088145936')
(10201, '87.35', '1848.43', 'Sun, 25 May 2008 18:44:31', '733187.78091609292')
(10202, '87.35', '1850.59', 'Sun, 25 May 2008 18:44:34', '733187.78095089854')
(10203, '87.12', '1852.52', 'Sun, 25 May 2008 18:44:37', '733187.78098571661')
(10204, '87.35', '1854.21', 'Sun, 25 May 2008 18:44:40', '733187.78102033795')
(10205, '87.35', '1854.95', 'Sun, 25 May 2008 18:44:43', '733187.78105515672')
(10206, '87.35', '1854.95', 'Sun, 25 May 2008 18:44:46', '733187.78108977620')
(10207, '87.35', '1854.95', 'Sun, 25 May 2008 18:44:49', '733187.78112459660')
(10208, '87.35', '1853.49', 'Sun, 25 May 2008 18:44:52', '733187.78115921572')
(10209, '87.35', '1852.05', 'Sun, 25 May 2008 18:44:55', '733187.78119403252')
(10210, '87.35', '1849.87', 'Sun, 25 May 2008 18:44:58', '733187.78122865455')
(10211, '87.35', '1846.98', 'Sun, 25 May 2008 18:45:01', '733187.78126346017')
(10212, '87.35', '1842.64', 'Sun, 25 May 2008 18:45:04', '733187.78129827895')
(10213, '87.35', '1836.14', 'Sun, 25 May 2008 18:45:07', '733187.78133289958')
(10214, '87.35', '1836.14', 'Sun, 25 May 2008 18:45:10', '733187.78136771789')
(10215, '87.35', '1843.36', 'Sun, 25 May 2008 18:45:13', '733187.78140233865')
(10216, '87.35', '1846.98', 'Sun, 25 May 2008 18:45:16', '733187.78143715730')
(10217, '87.35', '1849.15', 'Sun, 25 May 2008 18:45:19', '733187.78147177759')
